Orden|Apellido|Total
2339|BEATO|2031
2340|MUNTEANU|2030
2341|CORZO|2029
2342|PENALVA|2029
2343|CEJAS|2028
2344|DE LA MATA|2028
2345|VELILLA|2027
2346|SOLANAS|2026
2347|BALLESTERO|2025
2348|GUO|2022
2349|TABERNERO|2021
2350|ALGARRA|2019
2351|CORREIA|2019
2352|ALBERTO|2018
2353|FIGUEROLA|2016
2354|CABERO|2015
2355|COLOMINA|2013
2356|DE VICENTE|2013
2357|TEJERINA|2012
2358|MONCHO|2010
2359|VALIÑO|2009
2360|PUCHADES|2008
2361|TELLERIA|2007
2362|VALIDO|2007
2363|LOZA|2007
2364|CARTAGENA|2006
2365|ROGER|2005
2366|CEVALLOS|2003
2367|LENDINEZ|2003
2368|CABEZON|2002
2369|RONDA|2000
2370|MASCARELL|1997
2371|GOYA|1997
2372|MONTON|1995
2373|QUIROZ|1994
2374|CAÑAMERO|1994
2375|BARREIRA|1994
2376|BAH|1991
2377|TROYANO|1990
2378|FERRAN|1990
2379|MASO|1990
2380|RIESGO|1990
2381|CIFRE|1986
2382|BAÑULS|1985
2383|CABAÑERO|1984
2384|NEGRO|1982
2385|BELLOSO|1981
2386|BURGUEÑO|1981
2387|MACARRO|1980
2388|AHMAD|1979
2389|IMAZ|1978
2390|RUIPEREZ|1977
2391|VIEITES|1977
2392|GERMAN|1976
2393|CLARAMUNT|1975
2394|LUCIO|1974
2395|HERRAN|1973
2396|FABIAN|1973
2397|REGUERO|1973
2398|BARREDO|1973
2399|PUJANTE|1972
2400|VERDAGUER|1971
2401|CALONGE|1969
2402|LANGA|1968
2403|VILASECA|1967
2404|LUCERO|1967
2405|PETROVA|1967
2406|URANGA|1966
2407|VILLARRUBIA|1965
2408|INGLES|1964
2409|SIGUENZA|1964
2410|VAÑO|1963
2411|CARVALHO|1962
2412|CRISTEA|1962
2413|PINILLOS|1961
2414|PEON|1960
2415|DE SOUZA|1959
2416|RANDO|1959
2417|SERVERA|1959
2418|GONZALVO|1958
2419|LINDE|1958
2420|GUINEA|1958
2421|MANZANERA|1957
2422|CISSE|1956
2423|ORIVE|1955
2424|BRAÑA|1955
2425|ESCAMEZ|1952
2426|COLOME|1952
2427|STANCIU|1952
2428|YANEZ|1951
2429|CALLES|1947
2430|ENCISO|1946
2431|BAÑO|1945
2432|DOPAZO|1945
2433|COLON|1945
2434|LAMELA|1944
2435|ABDESELAM|1944
2436|SUEIRO|1942
2437|HUARTE|1940
2438|COBAS|1939
2439|CARRAL|1938
2440|PEDROS|1938
2441|PEÑATE|1938
2442|ANDUEZA|1937
2443|CANTALEJO|1936
2444|MANCHA|1933
2445|HENARES|1933
2446|CUMPLIDO|1932
2447|MUIÑOS|1931
2448|DOCAMPO|1930
2449|DE LA RUBIA|1930
2450|BARBEITO|1929
2451|SOJO|1925
2452|SOTOMAYOR|1924
2453|MANERO|1922
2454|ROY|1922
2455|ESPAÑOL|1922
2456|CALVILLO|1922
2457|AGRA|1921
2458|MANCHEÑO|1920
2459|ANTA|1920
2460|ADAM|1920
2461|LIDON|1918
2462|YUBERO|1917
2463|PARAMO|1917
2464|PIÑON|1917
2465|VAREA|1917
2466|FORCADA|1916
2467|REPISO|1915
2468|ARGUDO|1915
2469|BAYARRI|1914
2470|HAMED|1913
2471|ESLAVA|1911
2472|ZAPATER|1911
2473|TORNE|1909
2474|SAIDI|1909
2475|MENDIOLA|1908
2476|MENCIA|1908
2477|CALIN|1908
2478|BORT|1906
2479|QUIJANO|1903
2480|FONTANET|1903
2481|BADIOLA|1903
2482|QUEZADA|1902
2483|GRIMA|1901
2484|BENGOA|1900
2485|MAILLO|1900
2486|GUIU|1899
2487|GRANJA|1899
2488|VARGA|1899
2489|PAMPIN|1898
2490|MOMPO|1898
2491|RUPEREZ|1897
2492|CREUS|1897
2493|DE TORRES|1895
2494|LUPU|1894
2495|CARRATALA|1892
2496|FERRON|1889
2497|CORROCHANO|1888
2498|MASSO|1887
2499|EL MOUSSAOUI|1887
2500|VILELLA|1880
2501|LAO|1879
2502|GARDE|1879
2503|PATO|1878
2504|LOJO|1878
2505|FOLGADO|1876
2506|PALOU|1876
2507|TAPIAS|1875
2508|LACRUZ|1875
2509|POMAR|1875
2510|RAMALLO|1875
2511|DINU|1875
2512|CARCELLER|1872
2513|MOÑINO|1872
2514|CELADA|1872
2515|MURCIANO|1872
2516|MARIMON|1871
2517|PIÑERA|1868
2518|BARRANTES|1865
2519|CORTEZ|1864
2520|BOLADO|1863
2521|LACASA|1862
2522|MARCHAL|1861
2523|PARGA|1861
2524|FIGUEREDO|1861
2525|DACOSTA|1859
2526|BALCELLS|1858
2527|NOVELLA|1857
2528|ALEJANDRO|1857
2529|LAZCANO|1856
2530|MUSTAFA|1856
2531|VALDERAS|1854
2532|LIZANA|1853
2533|ANDREI|1852
2534|DEL ARCO|1850
2535|CONSUEGRA|1848
2536|SALHI|1848
2537|NACHER|1847
2538|CASTRILLON|1846
2539|CELAYA|1846
2540|BASTOS|1845
2541|IRIONDO|1845
2542|BEITIA|1845
2543|SUÑE|1843
2544|PEREGRINA|1843
2545|ABDELKADER|1843
2546|VIÑUELA|1841
2547|EL AMRANI|1841
2548|DE BENITO|1840
2549|HORMIGO|1839
2550|ESTELLES|1835
2551|MELIA|1833
2552|ZHAO|1833
2553|VIGARA|1831
2554|MERCADAL|1826
2555|NEGRETE|1826
2556|ARRIAZA|1825
2557|LUPIAÑEZ|1825
2558|RAVENTOS|1825
2559|MAZO|1823
2560|SABIO|1822
2561|FERRIZ|1821
2562|RAGA|1821
2563|SINTES|1821
2564|ESPIGARES|1820
2565|DE TORO|1820
2566|CADENA|1819
2567|GOZALO|1819
2568|POZAS|1819
2569|MONFORTE|1818
2570|ALBACETE|1817
2571|CABRE|1817
2572|POYATO|1814
2573|MEZQUITA|1810
2574|ITURRALDE|1810
2575|GASTON|1809
2576|POCH|1808
2577|BA|1808
2578|SUÑER|1807
2579|VELOSO|1807
2580|CEREZUELA|1807
2581|JORQUERA|1804
2582|CLARES|1803
2583|CAZALLA|1802
2584|AMAR|1801
2585|NIEVA|1801
2586|DE MINGO|1801
2587|DELICADO|1800
2588|CIVERA|1797
2589|JANE|1797
2590|GONÇALVES|1795
2591|ROSIQUE|1794
2592|FLORIT|1792
2593|MONLEON|1792
2594|LEE|1792
2595|MANZANERO|1790
2596|PLAZAS|1790
2597|EGAÑA|1789
2598|ISIDRO|1789
2599|ABUIN|1787
2600|MADRAZO|1786
2601|CULEBRAS|1786
2602|NIANG|1786
2603|MASIA|1785
2604|NEAGU|1784
2605|RABANAL|1782
2606|COTS|1781
2607|COLINO|1781
2608|SARR|1780
2609|CARLOS|1779
2610|PIRIZ|1778
2611|BEA|1778
2612|RENTERO|1776
2613|BARNES|1776
2614|NOVA|1775
2615|GARAU|1773
2616|ALAMINOS|1773
2617|BLAY|1773
2618|ESPINAL|1772
2619|QUIÑONERO|1772
2620|OCON|1772
2621|FEMENIA|1771
2622|CENTELLES|1771
2623|HOYO|1770
2624|TARRES|1769
2625|TARRAGO|1768
2626|CARBALLIDO|1767
2627|TUBIO|1767
2628|MURGA|1767
2629|BENGOECHEA|1766
2630|HONRUBIA|1763
2631|GAÑAN|1762
2632|JERONIMO|1762
2633|TALENS|1762
2634|DRAGOMIR|1762
2635|MOLINO|1760
2636|RODES|1759
2637|RULL|1758
2638|RECASENS|1758
2639|MORAIS|1757
2640|CASAÑAS|1756
2641|CALA|1755
2642|REMON|1755
2643|TUÑON|1755
2644|ALES|1755
2645|BALADO|1755
2646|JOHNSON|1755
2647|URDIALES|1753
2648|VILLAMOR|1751
2649|SORRIBES|1751
2650|SOCAS|1750
2651|IONESCU|1750
2652|IONITA|1750
2653|ANGHEL|1748
2654|LUZON|1747
2655|MIRET|1747
2656|PORTAS|1743
2657|BORDON|1743
2658|TRAVER|1743
2659|SENA|1741
2660|RIU|1739
2661|LOAIZA|1739
2662|VALOR|1738
2663|VILLAGRASA|1737
2664|GANCEDO|1737
2665|TRIAS|1737
2666|CAMUÑAS|1736
2667|GATO|1736
2668|ASTUDILLO|1736
2669|VALLEJOS|1735
2670|BENEITEZ|1735
2671|MONTOLIU|1734
2672|IRIBARREN|1733
2673|LERA|1733
2674|MALLEN|1733
2675|CABALLE|1733
2676|FUSTE|1732
2677|KUMAR|1732
2678|TASCON|1731
2679|SERANTES|1728
2680|BENALI|1727
2681|PESCADOR|1726
2682|ORENES|1725
2683|MUNAR|1724
2684|TORT|1724
2685|MORUNO|1723
2686|MOSTEIRO|1723
2687|VILLARINO|1723
2688|ESPIÑEIRA|1722
2689|CLAVER|1721
2690|CORUJO|1721
2691|DEL PRADO|1720
2692|ACHA|1720
2693|CARRIZO|1720
2694|TANASE|1720
2695|CIDONCHA|1719
2696|URQUIJO|1717
2697|DE SANTOS|1717
2698|UNGUREANU|1713
2699|ORTOLA|1712
2700|FONS|1711
2701|CADIZ|1710
2702|GAYO|1710
2703|LARRINAGA|1710
2704|TERRONES|1709
2705|ESTUPIÑAN|1709
2706|PRIMO|1709
2707|DE LA MORENA|1709
2708|CASO|1708
2709|JUSTE|1708
2710|DAMIAN|1708
2711|VELO|1707
2712|CASTIÑEIRAS|1707
2713|BORRAJO|1707
2714|RASCON|1707
2715|HE|1707
2716|CALVETE|1706
2717|CABA|1705
2718|LIÑARES|1704
2719|BERENGUEL|1704
2720|PEGUERO|1704
2721|PREDA|1704
2722|BLEDA|1703
2723|ROSSI|1703
2724|CORCHADO|1702
2725|LAZO|1702
2726|JUNCAL|1701
2727|SALINERO|1701
2728|FIGUEIRA|1701
2729|MUDARRA|1701
2730|SUBIRANA|1700
2731|FENOLL|1697
2732|APARICI|1697
2733|OGANDO|1696
2734|DE SANTIAGO|1695
2735|BALAN|1695
2736|YEBENES|1694
2737|SOCIAS|1694
2738|BARRIUSO|1693
2739|CARDO|1692
2740|ORTEGO|1692
2741|CELIS|1692
2742|OLAIZOLA|1692
2743|CERVERO|1691
2744|AZCARATE|1690
2745|CARBALLEIRA|1690
2746|HORRILLO|1689
2747|RECALDE|1688
2748|IVORRA|1688
2749|GUIJO|1687
2750|ROBAINA|1687
2751|SOBRADO|1687
2752|CESAR|1686
2753|CANELA|1685
2754|COMAN|1684
2755|RAJA|1683
2756|LLOMPART|1683
2757|ABAJO|1682
2758|MOLDES|1681
2759|CUERVA|1680
2760|OÑA|1678
2761|CASQUERO|1678
2762|BALSALOBRE|1678
2763|GOMAR|1678
2764|VAQUER|1677
2765|MOREY|1676
2766|DOÑATE|1674
2767|LODEIRO|1674
2768|PREGO|1673
2769|JUSTINIANO|1669
2770|ARGENTE|1669
2771|MOROCHO|1668
2772|CORCUERA|1668
2773|PALOP|1667
2774|PORTOLES|1667
2775|TAMARGO|1665
2776|MEGIA|1665
2777|QUINTANS|1663
2778|NISTAL|1663
2779|BARBU|1663
2780|SAN PEDRO|1662
2781|BEDMAR|1662
2782|ANGLES|1659
2783|PORTALES|1659
2784|ARA|1658
2785|PASTORIZA|1657
2786|MARSAL|1657
2787|MANTECON|1656
2788|EIZAGUIRRE|1656
2789|SENRA|1654
2790|LAGOS|1654
2791|ZHAN|1654
2792|BANDERA|1653
2793|RUIBAL|1653
2794|PLANELLES|1653
2795|NAVEIRA|1653
2796|VILLAFRANCA|1651
2797|OSA|1650
2798|CARCELEN|1650
2799|ZABALZA|1650
2800|LUNGU|1650
2801|ALAVA|1649
2802|CASTELLVI|1649
2803|ESTUDILLO|1648
2804|MADERO|1647
2805|TORREBLANCA|1646
2806|MORETA|1646
2807|ASIN|1645
2808|AUÑON|1644
2809|LAPUENTE|1644
2810|TEIXIDOR|1640
2811|CERVILLA|1640
2812|GALMES|1640
2813|CRACIUN|1640
2814|CARLES|1639
2815|MEJUTO|1639
2816|MUNTEAN|1639
2817|ESCRIBA|1638
2818|ORDAS|1638
2819|GILI|1638
2820|OJEA|1637
2821|LARIO|1636
2822|OLVERA|1635
2823|RIBOT|1634
2824|DE LA RIVA|1633
2825|HERCE|1632
2826|MARZAL|1632
2827|VELIZ|1632
2828|SARDA|1631
2829|LADO|1630
2830|PERAZA|1630
2831|CARDOZO|1630
2832|MADERA|1629
2833|PECO|1629
2834|TAHIRI|1629
2835|FONTENLA|1627
2836|TARDIO|1626
2837|MOSCARDO|1626
2838|ORIOL|1626
2839|MASEDA|1625
2840|GARIN|1625
2841|CASCO|1624
2842|ORDUÑA|1624
2843|SIMBAÑA|1623
2844|SEGADO|1623
2845|PERDIGUERO|1622
2846|VITORIA|1622
2847|AYMERICH|1620
2848|PETIT|1618
2849|REBOREDO|1616
2850|FILIP|1616
2851|SARASOLA|1615
2852|FEBRER|1615
2853|FELIP|1615
2854|BRICEÑO|1613
2855|MORRO|1611
2856|LUACES|1611
2857|MENDO|1610
2858|CELMA|1610
2859|SELMA|1609
2860|OCHANDO|1609
2861|FURIO|1608
2862|MINAYA|1607
2863|SAN MILLAN|1607
2864|LLINAS|1606
2865|TEMPRANO|1604
2866|CARBONERO|1603
2867|CARAMES|1603
2868|ALBERTOS|1602
2869|MANTILLA|1602
2870|BANEGAS|1601
2871|MESQUIDA|1600
2872|SERRADILLA|1600
2873|SERROUKH|1599
2874|ENCARNACION|1598
2875|PARRONDO|1598
2876|FULLANA|1598
2877|RIPOLLES|1596
2878|LLULL|1596
2879|RUBI|1596
2880|BERZAL|1594
2881|VILLACORTA|1593
2882|WILSON|1593
2883|MURIAS|1591
2884|VALERIO|1591
2885|CELA|1590
2886|SOTOS|1588
2887|MOLINOS|1588
2888|CUSTODIO|1586
2889|BARCALA|1586
2890|TOBAR|1585
2891|MARRON|1583
2892|ABENZA|1582
2893|ARRUTI|1580
2894|JESUS|1580
2895|CAMBRONERO|1579
2896|HERNAIZ|1578
2897|HIGUERO|1577
2898|ANGUERA|1577
2899|PISA|1576
2900|MONTEJANO|1576
2901|BUGALLO|1576
2902|ANDRADA|1575
2903|CASAMAYOR|1574
2904|FENOY|1573
2905|RISUEÑO|1573
2906|VLAD|1573
2907|CARNEIRO|1572
2908|SIGNES|1571
2909|FRAU|1570
2910|SORDO|1570
2911|COLLADOS|1569
2912|REYERO|1569
2913|PARICIO|1568
2914|MAGALLON|1568
2915|CARPENA|1567
2916|FELICES|1567
2917|BARRA|1566
2918|BASCON|1566
2919|CALATRAVA|1563
2920|BETANCOURT|1562
2921|ESCALADA|1562
2922|DE LA FLOR|1562
2923|CARIDE|1562
2924|CEDRES|1560
2925|MARGALEF|1560
2926|BARRY|1560
2927|IORDACHE|1559
2928|FAURA|1558
2929|GALVE|1557
2930|CHIVA|1557
2931|TARIFA|1555
2932|CERRADA|1555
2933|FARIAS|1554
2934|PLIEGO|1554
2935|FEBLES|1553
2936|PASCUA|1553
2937|SANTA CRUZ|1552
2938|ROZALEN|1551
2939|RENGEL|1550
2940|FOFANA|1550
2941|MARICHAL|1548
2942|GUARDADO|1548
2943|FERRAGUT|1548
2944|BAIXAULI|1548
2945|SERENA|1548
2946|DRAGAN|1547
2947|ALLUE|1546
2948|JORNET|1546
2949|NUNES|1545
2950|PAUL|1545
2951|SESE|1543
2952|NAVIO|1543
2953|BENEDI|1542
2954|BUJALANCE|1541
2955|OLCINA|1541
2956|ALCOVER|1541
2957|ZARZUELA|1540
2958|PERIAÑEZ|1539
2959|ROSENDO|1539
2960|TOURAY|1539
2961|PINOS|1538
2962|GARNICA|1538
2963|BALSA|1537
2964|BADEA|1537
2965|SOLAR|1536
2966|BACA|1535
2967|TEJADO|1535
2968|COLOMO|1535
2969|HASSAN|1535
2970|ARENAL|1533
2971|INSA|1532
2972|ESCRICHE|1530
2973|SOLAZ|1529
2974|PUCHOL|1529
2975|CUBELLS|1528
2976|SOLDADO|1527
2977|COMPTE|1527
2978|ZUBILLAGA|1526
2979|MELGUIZO|1525
2980|ORMAZABAL|1524
2981|VILLORIA|1524
2982|PALOS|1522
2983|ARMARIO|1521
2984|ESCUDER|1520
2985|CIRERA|1520
2986|ALEJOS|1519
2987|LANZAS|1519
2988|ALBALAT|1519
2989|ECHARRI|1518
2990|TIZON|1518
2991|SOLANS|1518
2992|SANCHA|1517
2993|POLONIO|1517
2994|TARANCON|1517
2995|VALLADOLID|1516
2996|BARQUILLA|1516
2997|NEBREDA|1514
2998|NOVAL|1514
2999|RICHART|1514
3000|BARONA|1514
3001|TORRA|1514
3002|SAFONT|1513
3003|BERRUEZO|1513
3004|PANCORBO|1512
3005|CAPOTE|1511
3006|ELORRIAGA|1511
3007|LOMBARDO|1511
3008|OSTOS|1510
3009|BARRASA|1510
3010|COLINA|1507
3011|CLADERA|1506
3012|CATALINA|1506
3013|HERNAEZ|1506
3014|LLOPART|1506
3015|VERCHER|1505
3016|CAMPANARIO|1505
3017|SIXTO|1505
3018|MOCANU|1505
3019|ESCARTIN|1504
3020|TOURE|1504
3021|LOOR|1503
3022|MONDRAGON|1503
3023|NAVAL|1503
3024|ABBAS|1503
3025|BUTRON|1502
3026|FREITAS|1502
3027|LAVILLA|1501
3028|BOTELLO|1500
3029|ZORNOZA|1500
3030|CHOQUE|1500
3031|DOBRE|1500
3032|ROMAY|1499
3033|COMES|1499
3034|PARRON|1498
3035|FANJUL|1498
3036|LOURIDO|1497
3037|CABOT|1497
3038|ESCOLA|1496
3039|SAZ|1496
3040|COMELLAS|1495
3041|SUTIL|1494
3042|LASSO|1494
3043|VISO|1493
3044|SETIEN|1493
3045|CRESPILLO|1492
3046|LLARENA|1492
3047|BASANTA|1492
3048|PEREYRA|1491
3049|MESONERO|1490
3050|PEDRAJAS|1490
3051|CREGO|1490
3052|IGNACIO|1488
3053|BLANQUEZ|1488
3054|GUADALUPE|1488
3055|CANEDO|1487
3056|ARTAL|1487
3057|BURON|1487
3058|NARBONA|1487
3059|PINEL|1487
3060|CERVIÑO|1486
3061|IRAOLA|1485
3062|CABREJAS|1485
3063|MUNERA|1485
3064|BRETON|1485
3065|MENDIA|1484
3066|ALFEREZ|1484
3067|SANTISO|1484
3068|QUETGLAS|1483
3069|HERMOSA|1483
3070|MILIAN|1483
3071|BODAS|1481
3072|CALO|1480
3073|CORDOBES|1480
3074|VARON|1480
3075|VALES|1480
3076|BALBAS|1480
3077|OYARZABAL|1479
3078|ARTES|1478
3079|UCLES|1477
3080|BARRON|1477
3081|PENADES|1476
3082|CORDEIRO|1476
3083|ELIZONDO|1475
3084|EGUIA|1475
3085|CURRAS|1475
3086|BIBILONI|1473
3087|ARBOLEDA|1472
3088|ROBERT|1472
3089|FORTEZA|1472
3090|VILLODRES|1471
3091|CANTALAPIEDRA|1471
3092|REUS|1471
3093|CARDENAL|1470
3094|ILLANA|1468
3095|AIBAR|1468
3096|ISASI|1468
3097|IVAN|1468
3098|MONFERRER|1467
3099|PELLEJERO|1467
3100|CASAIS|1466
3101|BARANDIARAN|1466
3102|ARMIJOS|1465
3103|MEANA|1465
3104|SOTILLO|1463
3105|NODA|1463
3106|RISQUEZ|1462
3107|PULGAR|1462
3108|SAGREDO|1462
3109|LORO|1461
3110|SILVEIRA|1461
3111|TELLECHEA|1460
3112|REDON|1460
3113|COSTALES|1459
3114|AGUT|1459
3115|TALLON|1459
3116|TABERNER|1458
3117|ABELLO|1458
3118|COUCEIRO|1457
3119|LLERENA|1455
3120|COVES|1454
3121|VALL|1452
3122|DE ANTONIO|1452
3123|MANZANEQUE|1451
3124|IRASTORZA|1451
3125|RUEDAS|1450
3126|COTELO|1450
3127|CEGARRA|1450
3128|MOR|1449
3129|TOUS|1449
3130|ORTIZ DE ZARATE|1447
3131|CEPERO|1446
3132|ARRUFAT|1446
3133|MIELGO|1445
3134|BRUN|1445
3135|PEDREGOSA|1445
3136|CERNADAS|1444
3137|FORTE|1443
3138|PAVIA|1443
3139|ALBERTI|1442
3140|DE LA HERA|1441
3141|AHUMADA|1441
3142|RAFAEL|1440
3143|BISBAL|1439
3144|HERRERIAS|1439
3145|CARBALLAL|1438
3146|LEMUS|1438
3147|BARCENILLA|1438
3148|VILLAMAYOR|1438
3149|ALZATE|1437
3150|MONTOLIO|1437
3151|PACHO|1437
3152|OUBIÑA|1436
3153|SANTACREU|1436
3154|ENACHE|1435
3155|GISPERT|1433
3156|MOREDA|1433
3157|CARCEL|1432
3158|MORIANA|1432
3159|DEL SAZ|1432
3160|DAMAS|1432
3161|MORIN|1431
3162|FRAGOSO|1431
3163|BENNASAR|1429
3164|LEIS|1429
3165|GALEOTE|1429
3166|MURUA|1429
3167|GUILLERMO|1428
3168|JAVIER|1428
3169|BAO|1428
3170|BOLAÑO|1426
3171|VALLECILLO|1424
3172|ROSERO|1424
3173|USERO|1422
3174|ROTGER|1421
3175|UMPIERREZ|1421
3176|ARANEGA|1421
3177|CEBOLLA|1421
3178|TEVAR|1421
3179|VIEITEZ|1420
3180|SANTAMARINA|1420
3181|ALMARCHA|1419
3182|MAYANS|1418
3183|CAMPRUBI|1417
3184|MERAYO|1417
3185|LLANEZA|1417
3186|COJOCARU|1417
3187|TURON|1416
3188|ESCAÑO|1416
3189|BALAGUE|1416
3190|PROL|1416
3191|RONDON|1415
3192|MELLA|1415
3193|HERMO|1414
3194|BADILLO|1414
3195|BEDIA|1414
3196|ROBLEDILLO|1414
3197|PALOMEQUE|1413
3198|MELON|1413
3199|ALBIÑANA|1412
3200|BRETONES|1412
3201|BEN|1412
3202|PORRES|1411
3203|ONIEVA|1411
3204|PEÑARRUBIA|1411
3205|PUERTOLAS|1410
3206|BESADA|1410
3207|DE LA CASA|1409
3208|SANTA|1409
3209|AKHTAR|1409
3210|GRIGORE|1409
3211|GURREA|1408
3212|MARCHAN|1408
3213|URETA|1408
3214|APONTE|1407
3215|FEREZ|1407
3216|CASTAÑER|1406
3217|TOCINO|1406
3218|ALGAR|1406
3219|CONCHA|1405
3220|CASCON|1405
3221|RIVILLA|1405
3222|CORELLA|1404
3223|DAVIES|1404
3224|GABARRON|1403
3225|HORCAJO|1403
3226|CARNICER|1403
3227|ARGIBAY|1402
3228|LUDEÑA|1401
3229|PAYO|1401
3230|LOBERA|1399
3231|PECES|1398
3232|DARRIBA|1398
3233|MUT|1398
3234|ARTECHE|1397
3235|VILLATORO|1397
3236|MUNARRIZ|1396
3237|LLAURADO|1396
3238|LANCHO|1395
3239|NEGRE|1395
3240|ALEIXANDRE|1395
3241|CABALLER|1395
3242|BAILEN|1392
3243|LU|1392
3244|CARNERERO|1391
3245|HRISTOVA|1391
3246|ZUBELDIA|1390
3247|MANTECA|1390
3248|ALMENDRO|1390
3249|MARCILLA|1390
3250|BERNARDINO|1389
3251|MILLET|1388
3252|BADENES|1387
3253|PARDAL|1386
3254|COSTEA|1386
3255|LUCA|1386
3256|CANTERA|1385
3257|JUNCO|1384
3258|BETETA|1383
3259|CARDENES|1383
3260|CARRALERO|1383
3261|STOIAN|1382
3262|MACEIRAS|1380
3263|IZA|1380
3264|HRISTOV|1380
3265|JACOME|1378
3266|BOSCA|1378
3267|ENE|1377
3268|CHAVERO|1376
3269|SANSANO|1376
3270|TODOROV|1376
3271|CHICANO|1375
3272|GUALDA|1375
3273|ALHAMBRA|1375
3274|ARBONA|1374
3275|SANTOME|1374
3276|AMEZCUA|1373
3277|VIUDEZ|1372
3278|SANTONJA|1372
3279|JARILLO|1371
3280|FREIXAS|1371
3281|FRAGUAS|1371
3282|BUCETA|1370
3283|TINEO|1370
3284|DIOUF|1370
3285|CAMPANO|1369
3286|PINAZO|1369
3287|ALBURQUERQUE|1368
3288|SIVERIO|1367
3289|GRUESO|1367
3290|CAL|1367
3291|YAGO|1367
3292|TODOROVA|1367
3293|CASASOLA|1366
3294|POUS|1366
3295|RIESTRA|1366
3296|MAHMOOD|1365
3297|URBAN|1364
3298|GUIMERA|1362
3299|ALCOBA|1362
3300|DESCALZO|1361
3301|ALMIÑANA|1361
3302|SANTANDREU|1361
3303|CATENA|1361
3304|TORNER|1361
3305|MIGUENS|1360
3306|DE ARMAS|1359
3307|PAU|1359
3308|MASDEU|1358
3309|FORNOS|1358
3310|ESNAOLA|1357
3311|LEIRA|1356
3312|SANCHIZ|1356
3313|LUCIA|1355
3314|BARRANQUERO|1355
3315|VOICU|1355
3316|PANIZO|1354
3317|YANGUAS|1354
3318|CABEZUDO|1353
3319|TERRERO|1353
3320|CHILLON|1353
3321|MONCLUS|1353
3322|DAHMANI|1353
3323|NICOLAE|1353
3324|CIRIA|1352
3325|PALANCA|1352
3326|CASTEL|1351
3327|MONTAGUT|1348
3328|COLADO|1347
3329|ZALDIVAR|1347
3330|FONTECHA|1347
3331|CAMBA|1346
3332|RESINA|1345
3333|CHIMENO|1345
3334|AJA|1344
3335|PENEDO|1344
3336|COLOMAR|1344
3337|MADROÑAL|1344
3338|TARRIO|1344
3339|EGUREN|1343
3340|EUGENIO|1342
3341|LADRON DE GUEVARA|1342
3342|DEL FRESNO|1342
3343|NOMBELA|1342
3344|ALDAMA|1342
3345|IGLESIA|1341
3346|MARAVER|1341
3347|TREVIÑO|1340
3348|TRISTAN|1340
3349|BORDAS|1340
3350|RADA|1340
3351|CISCAR|1339
3352|CHICOTE|1338
3353|MONLLOR|1337
3354|ARROCHA|1336
3355|FARFAN|1336
3356|MERCADE|1336
3357|BONNIN|1336
3358|GIRO|1336
3359|BOLEA|1336
3360|TADEO|1335
3361|HORCAJADA|1335
3362|BASTANTE|1335
3363|BARJA|1335
3364|CAÑAVERAS|1335
3365|VENTOSA|1334
3366|ROLLAN|1334
3367|VILARDELL|1334
3368|BAHAMONDE|1333
3369|ZIANI|1333
3370|GOITIA|1332
3371|VILARO|1332
3372|BASTIDAS|1331
3373|HERRADA|1331
3374|CARMENA|1331
3375|HOMS|1331
3376|VALDIVIELSO|1331
3377|USON|1330
3378|PETRE|1330
3379|VASILEV|1329
3380|PAUN|1328
3381|SANTALLA|1327
3382|COBACHO|1327
3383|ZULUAGA|1327
3384|CAMPAYO|1327
3385|CUERDA|1327
3386|SIDIBE|1327
3387|REBOLLEDO|1326
3388|BARRENO|1326
3389|GALIAN|1326
3390|STANCU|1326
3391|DONG|1325
3392|ARAUZ|1324
3393|ZAMUDIO|1324
3394|PICADO|1322
3395|OLARTE|1322
3396|SCHMIDT|1322
3397|BARANDA|1321
3398|RESA|1320
3399|EGUILUZ|1319
3400|UNANUE|1319
3401|CANCIO|1319
3402|LAGUNAS|1319
3403|AYORA|1318
3404|DE GREGORIO|1318
3405|LOMBA|1317
3406|ALFAGEME|1317
3407|CAMPELLO|1316
3408|RIEGO|1316
3409|ESTELLER|1315
3410|ARAN|1315
3411|PULGARIN|1314
3412|RUBIRA|1313
3413|ISABEL|1313
3414|SAN VICENTE|1312
3415|SILLAH|1312
3416|AZURMENDI|1311
3417|VIQUEIRA|1311
3418|LESTON|1310
3419|MULLOR|1310
3420|VALCARCE|1310
3421|RACERO|1309
3422|LERIDA|1309
3423|NEILA|1309
3424|CASANUEVA|1309
3425|SAN NICOLAS|1309
3426|PIÑAR|1309
3427|SECK|1309
3428|FORNIELES|1308
3429|OBRADOR|1308
3430|ABALOS|1308
3431|EL HARRAK|1308
3432|MASEGOSA|1307
3433|GUIL|1307
3434|TRAVIESO|1306
3435|SERRET|1306
3436|CABANA|1305
3437|CIVICO|1305
3438|CANDELAS|1304
3439|VASILEVA|1303
3440|PATRICIO|1302
3441|DAOUDI|1302
3442|IMBERNON|1300
3443|SARASA|1300
3444|AZPIAZU|1299
3445|SANTILLAN|1299
3446|FERRIS|1299
3447|HORTAL|1299
3448|MORATILLA|1299
3449|CAMINERO|1299
3450|THOMPSON|1299
3451|DAPENA|1298
3452|MOLAS|1298
3453|REVERTER|1297
3454|RASO|1297
3455|ABALO|1297
3456|NIKOLOV|1297
3457|COS|1295
3458|URBANEJA|1294
3459|MOROS|1294
3460|RASERO|1294
3461|SEGADE|1294
